internal_order_number,online_order_number,store_name,full_channel_user_id,shipping_date,payment_date,payable_amount,paid_amount,status,consignee,spu,order_time,province,city,platform,sub_order_number,online_sub_order_number,original_online_order_number,sku,quantity,unit_price,product_name,color_and_spec,product_amount,original_price,is_gift,sub_order_status,refund_status,registered_quantity,actual_refund_quantity
6795CCE6-4477-471C,OL8C9F3B4F-FA2E-444D,安娜分销店,62e0ace5-dafb-4707-a,2025-07-13 04:47:36,2025-07-11 15:47:36,839.4,812.37,已完成,刘飞,SPU5b34e0,2025-07-11 14:47:36,河北省,强县,天猫,SUB1C315D7B-5FA4-45,ONLINESUB16A8CD28-0F6A-42,ORIG1F9FC4CC-3D22-4C,SKUafee01,1,960.46,Mandatory incremental customer loyalty,Beige,960.46,1570.29,是,正常,未申请退款,0,0
ED1E4C61-5A66-4BDC,OLF5C7C4DF-AFB0-4EB1,安娜奥莱店,34b6e852-efb0-4c32-8,2025-08-01 08:31:12,2025-07-30 16:31:12,739.56,703.14,已发货,徐建平,SPUd89083,2025-07-30 16:31:12,海南省,齐齐哈尔市,得物,SUBA62D0F98-2073-4F,ONLINESUBBB64BD38-0EB7-47,ORIG4DE38C5D-4A40-40,SKU4f193d,2,431.58,Phased background core,Indigo,863.16,610.43,是,正常,未申请退款,0,0
9883EAF4-5F77-4C8F,OL851933D3-2996-4AE7,安娜奥莱店,c2c51a99-b96a-4702-a,2025-05-12 19:20:52,2025-05-11 07:20:52,1486.68,1413.38,已签收,杨玉华,SPUd825d7,2025-05-11 02:20:52,北京市,桂芝市,天猫,SUB0AA432E1-43B8-4F,ONLINESUB60E623D7-539F-4F,ORIGD697C969-804E-4F,SKUc97a66,2,846.07,Re-engineered high-level frame,GoldenRod,1692.14,1065.73,是,正常,未申请退款,0,0
B4A3B3C3-FD58-42AD,OL10FCA338-58DD-4C4D,安娜直播店,1a0bad94-1757-49e2-b,2025-10-07 14:31:20,2025-10-04 17:31:20,574.89,552.07,已签收,易兰英,SPU62cba0,2025-10-04 03:31:20,香港特别行政区,石家庄市,拼多多,SUB319FFA34-3CE3-49,ONLINESUBB9A6B0BE-FE35-46,ORIGCB8F4755-927C-47,SKUa182bf,1,687.34,Synergistic attitude-oriented knowledgebase,Plum,687.34,811.51,是,正常,未申请退款,0,0
2ACDD555-51EB-476B,OL493DCDC4-320C-4765,安娜旗舰店,de5f3cf0-b810-4cca-8,2025-09-07 00:18:13,2025-09-04 00:18:13,1764.18,1698.4,已完成,李秀芳,SPUc4f47c,2025-09-03 03:18:13,河北省,兴安盟县,得物,SUB15035156-904C-44,ONLINESUB8C9DE67C-2FF2-4E,ORIG83B613C1-A894-4B,SKUa4076a,3,732.43,Vision-oriented cohesive paradigm,LightCyan,2197.29,973.77,否,正常,申请退款,3,0
8A7CC5AF-A0EF-4AE2,OL7CADC10E-7296-4AF0,安娜直播店,8d22d76b-4381-4687-8,2025-07-17 08:24:22,2025-07-15 04:24:22,1245.97,1221.08,已签收,段建国,SPU1e41ae,2025-07-15 01:24:22,上海市,刚县,小红书,SUB07A12E88-910D-46,ONLINESUB29710D7B-5475-45,ORIGD7992E80-0D61-43,SKU244abf,3,436.44,Organized even-keeled model,Lavender,1309.32,486.77,是,正常,退款关闭,0,0
75FDFC47-BFF4-4F77,OLA4DC215C-1201-4CC3,安娜旗舰店,706ea2f7-238b-44fc-b,2025-09-07 17:47:24,2025-09-05 18:47:24,956.16,910.2,已签收,翁洋,SPU9d0043,2025-09-04 21:47:24,香港特别行政区,汕尾市,天猫,SUBF785305C-05B6-4A,ONLINESUBB0C173CE-B387-4C,ORIGE9F6AC75-1B9D-4E,SKU9991eb,1,1004.27,Operative mobile success,Aqua,1004.27,1062.78,是,正常,退款关闭,0,0
D167FEC0-5A80-47B0,OLDD65BBDD-C540-42E9,安娜旗舰店,73504d70-7f0f-4eb1-9,2025-10-06 19:43:23,2025-10-04 20:43:23,796.11,760.17,已发货,沈鑫,SPU01a86a,2025-10-04 02:43:23,湖北省,乌鲁木齐市,得物,SUB0EE6881A-D2E0-42,ONLINESUB16CD7A6F-AFBC-45,ORIG371F86EB-FDEE-46,SKUfb2abe,2,445.73,Down-sized dedicated emulation,MediumPurple,891.46,510.98,否,正常,退款关闭,0,0
19370B21-950D-4867,OL004CD0FC-1B3B-4698,安娜奥莱店,ee08a746-8fab-476c-9,,2025-10-02 21:08:30,667.4,657.47,已发货,王小红,SPU546abb,2025-10-02 08:08:30,海南省,娜市,抖音,SUBB975DB22-C1E0-48,ONLINESUB8427B467-FC58-48,ORIGA6DB9319-5C12-49,SKU1da280,1,751.36,Advanced methodical access,BlueViolet,751.36,1159.8,是,正常,成功退款,0,1
720A6124-96F7-42B1,OL72A25539-F08C-46F6,安娜旗舰店,cab1a372-d7a3-44f2-8,,2025-05-27 16:19:16,453.85,446.51,已签收,高小红,SPU032534,2025-05-27 07:19:16,内蒙古自治区,马鞍山县,天猫,SUBD6247123-976F-44,ONLINESUB22BA7196-87DD-4F,ORIG2EF9E7E3-A8A5-48,SKUb16cab,2,259.85,Profit-focused analyzing project,GreenYellow,519.7,428.94,否,正常,成功退款,0,2
EB4BF571-D0D5-4EB1,OL8D7AAE03-C831-45E0,安娜分销店,56d6dd1a-16ad-4644-9,2025-10-11 08:48:46,2025-10-09 18:48:46,1710.79,1702.66,已签收,赵艳,SPU774b8d,2025-10-09 08:48:46,天津市,贵阳县,淘宝,SUB2E160AC7-C521-40,ONLINESUB76F7AEBB-FF67-4A,ORIGD3B5F827-646B-46,SKUd28cc4,3,576.18,Re-engineered non-volatile utilization,Yellow,1728.54,761.62,是,正常,退款关闭,0,0
243071E4-F0EB-4DF5,OL3E145008-1E6D-44AC,安娜直播店,76115d8e-8a87-4002-8,,2025-09-03 06:51:14,241.83,241.09,已发货,陈辉,SPU78e25e,2025-09-03 01:51:14,内蒙古自治区,台北市,天猫,SUB2F66F89A-D6E0-49,ONLINESUB69194DA2-5611-40,ORIG1A1ABCAD-589C-4F,SKUb57e49,1,261.42,Reduced mission-critical open system,DarkSalmon,261.42,334.12,否,正常,成功退款,0,1
6A35796E-A154-4AC6,OL29A396F2-7034-497C,安娜分销店,55fcf038-3923-4694-b,2025-10-13 17:22:39,2025-10-10 20:22:39,377.26,371.16,已完成,周志强,SPUba655d,2025-10-10 16:22:39,浙江省,北镇县,京东,SUBC8390167-E34A-40,ONLINESUB8EC4C1A3-ECC9-47,ORIG3A948EF9-1555-42,SKU53fd96,1,468.18,Open-architected holistic support,FireBrick,468.18,773.8,是,正常,未申请退款,0,0
B2521001-CC13-4BFA,OL40AB3DC1-AE41-49D9,安娜直播店,1350782c-280b-4c8d-8,2025-07-20 05:48:37,2025-07-18 22:48:37,1475.38,1472.26,已完成,李超,SPU546abb,2025-07-17 22:48:37,海南省,丽丽市,抖音,SUBD18B6D8B-6BD3-42,ONLINESUBB437D119-A987-4A,ORIG053BA01D-4D42-40,SKU1da280,2,806.02,Advanced methodical access,BlueViolet,1612.04,1060.34,是,正常,退款关闭,0,0
497613CE-99C4-4617,OL64F71989-FE50-4DBB,安娜旗舰店,cb5c625f-873a-404b-b,,2025-07-06 09:09:07,1536.84,1533.0,已签收,张伟,SPUecbd16,2025-07-05 13:09:07,江西省,香港市,天猫,SUB93D6DE62-4545-43,ONLINESUBECCA46C1-44D3-40,ORIGA0DCEA22-E958-46,SKUf01173,2,814.37,Profit-focused mobile open architecture,CadetBlue,1628.74,1049.79,是,正常,成功退款,0,2
C59E4574-9B15-4133,OLFCCD87F5-8D35-43CA,安娜旗舰店,3fb8b8eb-6342-4df5-8,2025-09-30 19:42:13,2025-09-28 05:42:13,1607.54,1544.31,已完成,南晶,SPU8e1572,2025-09-27 18:42:13,河南省,志强市,淘宝,SUB4E7515A8-2AB5-40,ONLINESUBA2EDAE32-FE1F-4F,ORIG64098BFB-0573-4A,SKUed2f01,3,589.7,Reactive secondary knowledge user,YellowGreen,1769.1,847.16,是,正常,退款关闭,0,0
78210627-4D0A-4A89,OL67C45407-A8FF-4094,安娜直播店,cfa4d98a-cb5e-4c32-a,2025-10-09 14:29:51,2025-10-08 05:29:51,645.67,639.52,已发货,黄玉珍,SPUee8a6d,2025-10-07 20:29:51,江苏省,明市,小红书,SUBEC2CA09F-65DF-49,ONLINESUB2F65B9CD-8127-42,ORIG06B6CA67-7846-43,SKUdc401c,2,331.92,Extended 4thgeneration moratorium,MediumOrchid,663.84,546.91,是,正常,申请退款,2,0
275B785E-222B-4733,OLCA71F2EC-413C-4F2A,安娜奥莱店,0341619e-932d-40c0-a,2025-09-29 09:43:04,2025-09-28 15:43:04,1123.39,1121.7,已完成,邵畅,SPUe25c47,2025-09-28 04:43:04,台湾省,琳县,小红书,SUB4A7DCC19-BF0D-40,ONLINESUB9E606AC1-2B42-42,ORIGC2E4FC5C-7596-40,SKU9c6556,1,1245.31,Re-contextualized 5thgeneration collaboration,LightGoldenRodYellow,1245.31,1770.54,是,正常,未申请退款,0,0
02C0C695-364E-44CC,OL9BE08090-5EB3-48CE,安娜奥莱店,0a26f216-4179-47c5-b,2025-05-25 19:59:49,2025-05-24 20:59:49,1436.13,1402.18,已签收,赵建华,SPUee8a6d,2025-05-23 21:59:49,天津市,博县,京东,SUBACBD8E05-7E0F-4D,ONLINESUB81C31D1E-420C-4A,ORIGDEECA893-7131-42,SKUdc401c,3,526.13,Extended 4thgeneration moratorium,MediumOrchid,1578.39,624.01,是,正常,退款关闭,0,0
DFF857E3-A4BE-4697,OL0F9667F4-8B99-40D6,安娜分销店,bf4b980b-87dd-4ad2-8,,2025-10-10 11:35:07,1378.75,1350.92,已发货,封春梅,SPU46d4ce,2025-10-10 02:35:07,浙江省,沈阳县,京东,SUB12D0F433-C7A6-4A,ONLINESUBC8005BFE-A349-49,ORIG87000B64-8327-4C,SKUd2c574,3,553.54,Advanced tangible neural-net,YellowGreen,1660.62,630.15,否,正常,成功退款,0,3
CDCFE8CD-10B7-4696,OLC56B9A79-E747-4BFA,安娜奥莱店,031ee826-1668-4b3e-9,2025-10-05 11:01:49,2025-10-02 20:01:49,660.58,642.68,已完成,李志强,SPU4625c1,2025-10-01 20:01:49,广东省,永安县,小红书,SUB71F86190-4642-4D,ONLINESUB8262E81B-FAC3-4A,ORIG19ADC43D-2858-48,SKUe1fe0b,2,364.01,Persevering holistic open system,Plum,728.02,602.92,是,正常,申请退款,2,0
F8F3BDF0-C52B-45E3,OL79D85AF6-13AD-4BDD,安娜直播店,f4cb7e68-49e1-461a-9,2025-07-23 07:35:18,2025-07-20 15:35:18,1516.3,1512.26,已签收,郑秀梅,SPU7c5d55,2025-07-19 20:35:18,新疆维吾尔自治区,昆明市,小红书,SUB68157EA7-CCD1-4A,ONLINESUBEEED9212-0E0E-4D,ORIG47FD4203-403E-4D,SKU56253f,3,544.84,Cross-group zero tolerance policy,Aquamarine,1634.52,717.8,是,正常,退款关闭,0,0
A6B4D290-8068-4596,OLBBE6616E-AC56-4100,安娜奥莱店,1aa0c10e-caf4-423b-9,2025-05-24 17:57:14,2025-05-24 03:57:14,202.37,194.44,已签收,黄凤兰,SPUe01508,2025-05-23 14:57:14,福建省,梅市,拼多多,SUB67C881AF-6CB8-41,ONLINESUB4A028852-79E2-4C,ORIGC6ED5308-CCA5-4E,SKU5f7450,1,220.85,Programmable encompassing open architecture,DarkBlue,220.85,237.94,否,正常,未申请退款,0,0
2CC6F556-F110-44DB,OL4F1911E3-CCE1-47B8,安娜分销店,f978f905-cb9c-47af-a,,2025-06-15 09:48:10,793.62,783.18,已完成,杨婷婷,SPU3c8146,2025-06-14 12:48:10,云南省,合山县,得物,SUBFE4F643D-4B40-45,ONLINESUBCBC9BB46-C743-41,ORIGB8734618-5D7B-41,SKU2315c9,2,424.76,Enterprise-wide actuating website,DarkGreen,849.52,612.13,否,正常,成功退款,0,2
27A75064-10FA-4C0C,OLBCE4C407-B509-48B6,安娜旗舰店,7e84fd29-fbf6-4cb5-a,2025-06-07 02:02:00,2025-06-04 18:02:00,1607.69,1564.99,已完成,梁红,SPU59699e,2025-06-03 22:02:00,吉林省,雪梅县,京东,SUB13DA83E5-E033-40,ONLINESUBE4124FB8-4A4C-4E,ORIGE7F52F97-163F-43,SKUe1392d,3,604.17,Cross-group interactive Graphical User Interface,Chocolate,1812.51,942.2,是,正常,未申请退款,0,0
95183D6C-EDAD-4BE1,OLA90DCDAD-45B0-48E4,安娜奥莱店,258d3fdf-93a9-4f7d-a,,2025-05-03 09:10:43,519.28,514.22,已发货,茹柳,SPU8883d7,2025-05-02 11:10:43,安徽省,勇市,得物,SUBFE1CB611-884B-4E,ONLINESUB458699DF-A0E3-42,ORIG9227A34A-CF17-45,SKU83fc54,3,198.08,Face-to-face incremental hardware,Bisque,594.24,287.24,否,正常,成功退款,0,3
B9E16866-6406-4A9D,OL05A37807-3FC7-4858,安娜直播店,5cda66e1-9c3c-480a-9,2025-07-27 16:41:21,2025-07-25 08:41:21,1616.81,1612.22,已签收,王杨,SPU59699e,2025-07-24 09:41:21,江西省,瑜市,京东,SUBBF26F62A-4BAB-44,ONLINESUB773D441C-DE7C-48,ORIGB0FABC32-B501-4E,SKUe1392d,2,826.47,Cross-group interactive Graphical User Interface,Chocolate,1652.94,930.18,是,正常,退款关闭,0,0
FBBC3666-FEB9-4FDD,OL993195BD-65DA-42E8,安娜直播店,6b251738-dd7d-4fc4-9,2025-10-23 22:19:40,2025-10-21 12:19:40,2406.08,2311.76,已签收,缪淑英,SPU48553e,2025-10-20 12:19:40,甘肃省,齐齐哈尔市,拼多多,SUB73506B6E-FFC8-48,ONLINESUB960DA1E4-D3CF-45,ORIGE4E51233-F95A-4F,SKUc3795f,3,922.64,Extended actuating open system,LawnGreen,2767.92,975.06,是,正常,未申请退款,0,0
02AE0C98-3F02-43A7,OL73FD807C-AC47-41D6,安娜奥莱店,aeb5a719-2ac1-47ab-9,2025-07-18 09:03:34,2025-07-17 04:03:34,234.74,230.17,已发货,蒋玉英,SPU6461c6,2025-07-16 13:03:34,上海市,志强县,京东,SUB291769E1-753E-44,ONLINESUBF88B64E5-83E7-44,ORIGEDC0133F-04BE-40,SKU651440,3,78.97,Managed 3rdgeneration throughput,LightYellow,236.91,107.54,是,正常,未申请退款,0,0
5FBD3157-DF12-4986,OL769B2E30-C6EA-45BB,安娜奥莱店,bb6a9754-7b13-4f02-9,,2025-09-15 13:39:47,968.49,936.06,已完成,刘建华,SPU4ee86d,2025-09-14 23:39:47,安徽省,秀荣市,拼多多,SUB4E8EDAB7-2E8F-4B,ONLINESUB547A4B59-F569-44,ORIG3F59277B-49D2-42,SKUc25e0b,1,1159.36,Business-focused intermediate analyzer,DeepSkyBlue,1159.36,1362.26,是,正常,成功退款,0,1
272D5BB0-CDC0-44B4,OLC9FDBF46-1EF5-4DE2,安娜奥莱店,277d552e-bf70-46da-9,2025-08-25 08:59:12,2025-08-25 01:59:12,2065.54,1998.62,已签收,王桂荣,SPU3e316a,2025-08-24 08:59:12,湖南省,荣市,抖音,SUBFE9AE65A-16DE-4E,ONLINESUBD4D2A934-9683-4B,ORIG48A1AC63-DFC2-4E,SKU97d83c,3,767.13,Customer-focused tertiary toolset,LightSalmon,2301.39,1014.94,是,正常,未申请退款,0,0
4DF64937-9B34-49A7,OLE5FF7D58-E450-4664,安娜奥莱店,8e827c31-6656-4793-9,,2025-08-15 05:05:36,1687.0,1662.04,已签收,贺洁,SPU7857b0,2025-08-14 13:05:36,上海市,峰县,淘宝,SUB455913B1-79E7-4E,ONLINESUBED18EB1A-B9DD-4F,ORIG29A498F8-EB3B-41,SKUb2af63,3,649.21,Diverse didactic workforce,Plum,1947.63,1030.63,否,正常,成功退款,0,3
66FEB9B7-D179-483D,OL85BC8648-4815-4682,安娜奥莱店,1eb9e530-d669-4619-b,2025-07-08 22:54:22,2025-07-06 15:54:22,1863.08,1832.85,已签收,刘莉,SPUf6aff7,2025-07-06 03:54:22,辽宁省,凤英县,天猫,SUB853A7D1B-7B65-45,ONLINESUB522E260A-541A-43,ORIG914495BD-3528-43,SKU446dad,3,639.17,Horizontal encompassing solution,Khaki,1917.51,821.11,是,正常,申请退款,3,0
972BB86F-B388-4625,OL55D48357-950D-46C5,安娜旗舰店,f5bc01fa-ee6d-4507-b,2025-08-21 05:18:03,2025-08-18 17:18:03,193.25,185.52,已发货,蔡强,SPUab3389,2025-08-18 15:18:03,上海市,桂兰县,小红书,SUBDC553B42-7B9A-43,ONLINESUB5027CF97-BB25-4E,ORIG084A044D-9444-47,SKU5eb120,1,194.35,Object-based 24hour installation,Khaki,194.35,206.12,否,正常,申请退款,1,0
23E6511A-4A2C-48C3,OL4FD31B01-DE77-4730,安娜分销店,9bec6a7a-ba56-4b74-8,2025-07-20 00:06:59,2025-07-19 07:06:59,705.33,684.89,已签收,叶楠,SPU7fdf24,2025-07-18 17:06:59,重庆市,宁德县,天猫,SUB5D17067E-4A13-40,ONLINESUB1E832761-1D8F-44,ORIG68084B13-BC91-41,SKU34f643,1,766.07,Business-focused systematic support,Teal,766.07,847.09,是,正常,退款关闭,0,0
EE8BDB2E-0CCA-49F4,OLB134C032-8F85-4DC6,安娜奥莱店,8c0610d4-fbf6-49f1-a,2025-07-21 17:35:27,2025-07-18 21:35:27,3317.78,3286.25,已发货,姜丹,SPU149e72,2025-07-18 02:35:27,台湾省,武汉市,京东,SUB79BCB6C8-0014-4B,ONLINESUBDD46F706-6BD7-47,ORIG5A258F35-4960-4B,SKUaac7f1,3,1245.78,Upgradable even-keeled capability,DarkBlue,3737.34,1716.2,否,正常,退款关闭,0,0
539F681E-8CB4-4FE0,OL15109F8E-7E39-410A,安娜分销店,5ab4bda5-a940-4ac6-b,2025-07-08 23:43:56,2025-07-07 18:43:56,393.37,387.12,已完成,鹿建平,SPUd89083,2025-07-07 13:43:56,甘肃省,永安县,小红书,SUB1BF6C1DB-4B89-45,ONLINESUB9D31C4D2-A739-45,ORIGCB37D4F2-7AAF-4D,SKU4f193d,1,428.68,Phased background core,Indigo,428.68,626.98,是,正常,申请退款,1,0
BA998161-E142-48DA,OL1CC0D201-1A19-49CB,安娜分销店,588cd7a0-3f53-45e8-b,2025-07-05 16:17:27,2025-07-05 07:17:27,279.46,275.76,已完成,刘晨,SPUc49c81,2025-07-04 21:17:27,河南省,洋市,天猫,SUB14247D26-A47B-4C,ONLINESUB9386A0B3-948C-46,ORIG62FD55A3-9269-4C,SKU9919b1,1,302.67,Innovative well-modulated secured line,SandyBrown,302.67,370.37,否,正常,未申请退款,0,0
29F7E27E-4078-40AB,OL657C99EF-A9F0-47FA,安娜分销店,780cb028-0a63-439b-8,2025-10-16 19:59:43,2025-10-14 14:59:43,2556.76,2480.06,已签收,周霞,SPU127216,2025-10-13 20:59:43,河南省,成市,小红书,SUB82901AA1-D6F1-4B,ONLINESUBC96B7726-36BE-42,ORIGE32E95B8-F2AF-49,SKU28d616,3,873.65,Quality-focused multi-tasking algorithm,HotPink,2620.95,1069.05,是,正常,退款关闭,0,0
19138B4E-8FC9-4065,OL9E33AD86-4050-4B02,安娜奥莱店,d32e622f-5c6a-4ba0-8,2025-07-26 04:15:43,2025-07-24 05:15:43,1230.8,1224.82,已完成,王萍,SPU9cf75d,2025-07-23 06:15:43,四川省,莹市,抖音,SUBBEB9D2D4-1628-42,ONLINESUBC2E9DB85-EBD9-41,ORIG6594A6D1-803B-43,SKUca9a31,2,648.69,Re-engineered logistical array,Snow,1297.38,924.04,是,正常,未申请退款,0,0
07C6A7EF-E19F-4C0D,OLAEB401CF-E24D-446F,安娜旗舰店,062ee14d-318b-42a6-b,,2025-07-11 15:29:07,1111.71,1085.09,已发货,龙婷婷,SPU3c8146,2025-07-11 15:29:07,上海市,晶市,拼多多,SUBD511C0EE-9625-42,ONLINESUB049C8E23-27EB-4F,ORIG589FA537-B645-47,SKU2315c9,2,629.24,Enterprise-wide actuating website,DarkGreen,1258.48,745.57,是,正常,成功退款,0,2
58A3411C-7F7C-495C,OLE9DBE7C3-AC86-4672,安娜直播店,7c35e08a-b111-441e-a,,2025-10-21 22:44:34,1632.49,1616.52,已签收,余丹,SPU0d39f3,2025-10-21 09:44:34,山西省,东莞市,抖音,SUBF9C7A14B-EB17-4D,ONLINESUBA11439C6-FFB2-40,ORIG88BEABEE-0C41-4C,SKU7e6aa2,3,593.72,Fully-configurable uniform open architecture,DarkRed,1781.16,700.35,是,正常,成功退款,0,3
679359AC-3D93-4D1E,OLE6E07885-0136-44B4,安娜分销店,81bf680c-8411-42ee-b,2025-05-25 03:16:16,2025-05-24 06:16:16,1361.55,1339.32,已签收,温雪梅,SPU3919f3,2025-05-23 14:16:16,江西省,成都市,小红书,SUBEE53B4AB-8ED1-45,ONLINESUB7ED5027C-F6A5-44,ORIGB5ED987A-E550-44,SKU75823c,2,682.84,Balanced demand-driven budgetary management,SpringGreen,1365.68,1052.68,否,正常,退款关闭,0,0
FB38362B-52AB-409E,OLFFA0C924-29E6-46ED,安娜直播店,5c31f477-a898-4567-9,2025-05-31 23:18:15,2025-05-31 05:18:15,1800.18,1779.01,已完成,汪宁,SPUd1838d,2025-05-31 04:18:15,辽宁省,乌鲁木齐县,淘宝,SUB190C4D57-5B06-41,ONLINESUBAD74BF4E-2782-43,ORIG5D5E59AD-78CD-49,SKUda45b0,3,725.96,Multi-layered explicit initiative,DarkTurquoise,2177.88,1102.08,否,正常,退款关闭,0,0
692825F8-EC15-4D39,OL73D10A4D-F4F3-4654,安娜奥莱店,59645369-5bdb-4812-b,2025-06-08 02:35:20,2025-06-07 15:35:20,785.64,755.64,已发货,汪凯,SPUee8a6d,2025-06-07 03:35:20,宁夏回族自治区,银川市,得物,SUB39C324BD-A869-42,ONLINESUB41149F0C-7DEE-4F,ORIG54208FA3-FF7F-49,SKUdc401c,2,489.83,Extended 4thgeneration moratorium,MediumOrchid,979.66,805.41,是,正常,申请退款,2,0
80C4A5B8-E4B9-4304,OLBA3E3472-D912-474C,安娜旗舰店,658a1b0b-3702-40b7-b,2025-05-16 16:50:05,2025-05-14 10:50:05,575.98,570.53,已发货,冉楠,SPU81ae40,2025-05-14 02:50:05,福建省,芳县,淘宝,SUBDBEAABDC-546D-4D,ONLINESUB4FB7F3C7-CAA3-4E,ORIG736AEA83-00E3-4B,SKUc78f57,1,707.8,Organic non-volatile forecast,DarkMagenta,707.8,781.61,是,正常,未申请退款,0,0
1A9ED9EF-1991-46EA,OL110C1628-C593-4E56,安娜分销店,7c4ff916-06e0-4a79-9,2025-09-18 12:53:18,2025-09-16 18:53:18,382.66,375.0,已完成,王莉,SPU01a86a,2025-09-16 10:53:18,江西省,文市,拼多多,SUBD34C2404-65F1-4E,ONLINESUBAE50C201-9C01-4C,ORIG6339B4CA-3883-4C,SKUfb2abe,1,426.2,Down-sized dedicated emulation,MediumPurple,426.2,583.25,否,正常,退款关闭,0,0
FADBA0F3-DCF3-410A,OLA6A624AA-EFB5-46F3,安娜分销店,77a7133c-fa37-4555-b,2025-07-07 22:37:07,2025-07-05 22:37:07,1060.27,1049.69,已完成,冯瑜,SPU01a86a,2025-07-05 17:37:07,广东省,杰市,小红书,SUBD81AC23A-DA06-48,ONLINESUB27047572-1487-40,ORIGE01E026C-6437-4D,SKUfb2abe,3,412.33,Down-sized dedicated emulation,MediumPurple,1236.99,679.15,是,正常,申请退款,3,0
B9EB2549-E388-490A,OL03C7D552-A159-47F8,安娜直播店,9eaca2d7-54da-4bdf-b,2025-06-07 06:28:18,2025-06-04 09:28:18,520.26,501.11,已完成,赵佳,SPU587b85,2025-06-04 05:28:18,湖南省,阜新县,天猫,SUBE505F87C-4373-4B,ONLINESUB959A29E6-CDA1-47,ORIG1F7915F7-6FD5-4A,SKUc9adb9,1,563.98,Vision-oriented well-modulated customer loyalty,LawnGreen,563.98,754.14,否,正常,退款关闭,0,0
B10E6C7A-3539-4B24,OLDA58F28D-66B4-4084,安娜旗舰店,7b95bb9a-24d2-42a8-b,,2025-06-10 09:26:08,155.27,154.33,已发货,谢杰,SPUaf9f23,2025-06-10 03:26:08,浙江省,辽阳县,拼多多,SUB07D5E248-4640-41,ONLINESUBB07E20B1-5980-43,ORIGE9165DF4-1E99-4E,SKUf60bf7,1,173.6,Polarized foreground synergy,LightGreen,173.6,238.12,是,正常,成功退款,0,1
086D4CB2-C875-4918,OLE0B7DD6D-B30C-4C58,安娜分销店,cc54620d-c35f-4a24-9,2025-09-07 21:08:42,2025-09-06 17:08:42,1266.54,1255.97,已完成,阎玲,SPUa15741,2025-09-06 04:08:42,贵州省,英县,京东,SUB44A2A87F-D34D-47,ONLINESUBE2231566-E937-43,ORIGCBB8E630-C028-4B,SKUf830e0,3,496.36,Programmable leadingedge definition,HoneyDew,1489.08,767.52,否,正常,未申请退款,0,0
ACD046BC-6EE4-40DE,OL315873DA-990D-4576,安娜奥莱店,a5568b2b-6a9c-41ee-a,2025-06-21 06:10:03,2025-06-19 21:10:03,1457.22,1410.2,已完成,陈建华,SPUd8b8a3,2025-06-18 21:10:03,安徽省,佛山市,京东,SUB29BDD953-98EA-4D,ONLINESUBE712852D-23BB-4B,ORIG0D20CA9E-E76A-45,SKUc44eb6,3,588.77,Automated value-added knowledge user,MediumVioletRed,1766.31,800.1,是,正常,未申请退款,0,0
41DC8E39-BACC-41F9,OL96ED3C46-0C19-480B,安娜直播店,9f0ec903-4597-4048-b,2025-07-16 15:37:28,2025-07-15 17:37:28,1739.94,1705.29,已发货,郑雪,SPU15dc74,2025-07-15 02:37:28,辽宁省,淮安县,京东,SUBD2F64E6B-4FA2-41,ONLINESUB5DEECE9A-9BBE-4A,ORIG4310E44A-3FD8-42,SKUe2157d,3,716.45,Visionary systematic customer loyalty,Orchid,2149.35,784.65,否,正常,未申请退款,0,0
79AC3D0C-F853-47EA,OLAE4FFCBA-90FC-4AF5,安娜旗舰店,bdf4be48-593a-4ea4-a,2025-08-02 19:27:06,2025-07-31 04:27:06,597.67,588.51,已签收,宋桂花,SPU78e25e,2025-07-31 00:27:06,江苏省,六安县,京东,SUBEA327162-5B2B-47,ONLINESUB5AB75EB7-7A2D-4B,ORIG2ECA71F9-BBC5-4B,SKUb57e49,2,315.07,Reduced mission-critical open system,DarkSalmon,630.14,514.24,是,正常,未申请退款,0,0
09AE2042-DCC3-481E,OL6FD12ED0-7AAA-466C,安娜旗舰店,184143d1-3016-4bbc-9,2025-09-13 03:24:43,2025-09-10 14:24:43,741.36,718.08,已签收,侯柳,SPUcbe172,2025-09-10 11:24:43,新疆维吾尔自治区,坤市,抖音,SUB291A9BC3-5941-42,ONLINESUB00C83BCF-54D3-40,ORIG9765AC3D-8DDB-4F,SKUcbc4d9,3,260.1,Progressive zero-defect frame,LightYellow,780.3,299.14,否,正常,未申请退款,0,0
54F4A1CC-8724-42CE,OL68D59CC4-EC83-4800,安娜奥莱店,4089b886-1111-4446-a,2025-05-08 07:10:51,2025-05-07 19:10:51,374.33,368.42,已签收,张波,SPU4782dd,2025-05-07 19:10:51,重庆市,玉珍市,抖音,SUB2FDCA06F-F98B-44,ONLINESUBF2A3A07D-9937-42,ORIG073ADF40-441A-44,SKU57b5b9,1,462.79,Centralized local hub,MidnightBlue,462.79,712.1,是,正常,申请退款,1,0
BA2478D7-BBEF-4B5A,OLABEC4941-76EE-4F7C,安娜分销店,cd2cd2d2-0962-4877-b,,2025-07-08 16:22:16,363.63,347.92,已发货,唐雪梅,SPUedb708,2025-07-08 02:22:16,西藏自治区,明县,得物,SUBF43FC17D-A36C-4B,ONLINESUB561C9125-16E0-43,ORIGF825D1D3-837F-4B,SKU956e53,2,183.82,Team-oriented dynamic open system,Khaki,367.64,197.63,否,正常,成功退款,0,2
